address,country,hs_object_id,industry,phone,raw_email,technical_test___create_date,city,countryTuple
"Longmoore   Tunnel, 1709",England,461387,Fruit and vegetables,(+44) 4574 465474,rita_pitt1412762301@iatim.tech,2021-06-17,Oxford,"('England', 'Oxford')"
"Black Swan  Walk, 6107",England,436601,Poultry and fish,(+44) 6461 036174,rita_reynolds125335753@elnee.tech,2021-11-14,Winchester,"('England', 'Winchester')"
"Spruce Pass, 8480",Ireland,440152,Milling,(+44) 7310 317484,rita_reynolds916101364@liret.org,2021-09-24,Limerick,"('Ireland', 'Limerick')"
"Chestnut  Walk, 9796",Ireland,440951,Bakery products,(+44) 3385 317424,robyn_murray1644255220@cispeto.com,2021-11-24,Limerick,"('Ireland', 'Limerick')"
"Carnegie   Way, 4868",Ireland,435004,Bakery products,(+44) 2640 650480,robyn_murray844035489@tonsy.org,2021-05-12,Cork,"('Ireland', 'Cork')"
"Black Friars   Crossroad, 5838",Ireland,417701,Animal feeds,(+44) 2204 162055,rocco_anderson1372418230@acrit.org,2021-08-10,Waterford,"('Ireland', 'Waterford')"
"Betton  Hill, 528",Ireland,437201,Dairy products,(+44) 7838 137121,rocco_anderson2111272426@twipet.com,2021-05-17,Cork,"('Ireland', 'Cork')"
"Adelaide  Road, 6278",Ireland,422901,Fruit and vegetables,(+44) 2654 745473,rocco_boyle137294286@infotech44.tech,2021-07-15,Waterford,"('Ireland', 'Waterford')"
"Thrale   Route, 3967",Ireland,417552,Dairy products,(+44) 4384 227030,rocco_boyle770009914@bulaffy.com,2021-09-13,Cork,"('Ireland', 'Cork')"
"Calshot   Boulevard, 2598",Ireland,426503,Fruit and vegetables,(+44) 5551 111611,rocco_dempsey550483404@yahoo.com,2021-04-15,,"('Ireland', nan)"
"Cavell   Street, 4623",England,435402,Dairy products,(+44) 5123 78326,rocco_dempsey75872682@infotech44.tech,2021-09-13,Oxford,"('England', 'Oxford')"
"Norfolk  Rue, 8731",Ireland,427501,Bakery products,(+44) 1772 233717,rocco_doherty1215228645@irrepsy.com,2021-08-07,Waterford,"('Ireland', 'Waterford')"
"Bishop   Vale, 2173",England,438651,Fruit and vegetables,(+44) 2816 02566,rocco_doherty914866714@typill.biz,2021-05-19,,"('England', nan)"
"Coalecroft  Alley, 4324",Ireland,447148,Animal feeds,(+44) 4525 786624,rocco_evans1713459951@kideod.biz,2021-10-11,Waterford,"('Ireland', 'Waterford')"
"Elia   Boulevard, 9017",Ireland,461740,Milling,(+44) 5171 287333,rocco_gibbons1114319019@ubusive.com,2021-06-02,Cork,"('Ireland', 'Cork')"
"Cheltenham  Drive, 4804",England,439052,Fruit and vegetables,(+44) 5621 508146,rocco_grady1149169489@twipet.com,2021-08-21,Milton Keynes,"('England', 'Milton Keynes')"
"Cheney  Walk, 7789",England,426653,Meat,(+44) 2107 184427,rocco_grady913042781@eirey.tech,2021-07-02,Oxford,"('England', 'Oxford')"
"Baynes  Way, 2630",Ireland,413101,Dairy products,(+44) 7365 733530,rocco_hepburn1819650749@womeona.net,2021-05-10,Limerick,"('Ireland', 'Limerick')"
"Ernest  Hill, 1828",England,438606,Animal feeds,(+44) 2672 857378,rocco_hepburn1841505256@nickia.com,2021-03-29,London,"('England', 'London')"
"Monroe Route, 1319",Ireland,435503,Meat,(+44) 7301 551822,rocco_hudson1498705199@kideod.biz,2021-04-17,Cork,"('Ireland', 'Cork')"
"Thurloe   Boulevard, 7900",Ireland,427602,Bakery products,(+44) 2655 561887,rocco_hudson926661291@kideod.biz,2021-03-30,Limerick,"('Ireland', 'Limerick')"
"Clerkenwell Street, 1076",England,440651,;Animal feeds;Bakery products;Dairy products;Fruit and vegetables,(+44) 6084 412351,rocco_martin507925367@eirey.tech,2021-12-28,,"(nan, nan)"
"Bellenden  Boulevard, 2432",Ireland,414668,Animal feeds,(+44) 2034 183267,rocco_moore497198371@brety.org,2021-05-04,Dublin,"('Ireland', 'Dublin')"
"Coal Wharf  Vale, 1959",Ireland,423001,Milling,(+44) 1513 55871,rocco_moore822055752@kideod.biz,2021-12-30,Cork,"('Ireland', 'Cork')"
"Clarges   Crossroad, 3606",England,414657,Milling,(+44) 3453 625322,rocco_morgan150062064@bulaffy.com,2021-10-27,Winchester,"('England', 'Winchester')"
"Camberwell  Route, 2917",England,436401,Dairy products,(+44) 8615 052353,rocco_morgan504032419@muall.tech,2021-12-31,Plymouth,"('England', 'Plymouth')"
"Heritage Lane, 1417",Ireland,460917,Bakery products,(+44) 2637 503058,rocco_murphy2080083727@tonsy.org,2021-03-18,Limerick,"('Ireland', 'Limerick')"
"Fairfield  Tunnel, 4781",England,430451,;Animal feeds;Dairy products;Fruit and vegetables;Meat;Milling,(+44) 2813 405223,rocco_palmer160419466@infotech44.tech,2021-12-06,Winchester,"('England', 'Winchester')"
"Lake Lane, 2208",England,417304,Dairy products,(+44) 4644 675332,rocco_palmer262736558@cispeto.com,2021-06-07,Milton Keynes,"('England', 'Milton Keynes')"
"Bede  Boulevard, 4038",England,419851,Milling,(+44) 6457 750306,rocco_pickard53576680@yahoo.com,2021-09-16,London,"('England', 'London')"
"Enderby   Vale, 9228",England,415851,Animal feeds,(+44) 4668 643676,rocco_pickard574726247@naiker.biz,2021-06-27,,"('England', nan)"
"Bacon  Route, 2074",England,414002,Meat,(+44) 3726 045240,rocco_poulton141310536@joiniaa.com,2021-07-31,,"('England', nan)"
"Elizabeth  Alley, 5487",England,419101,Bakery products,(+44) 8186 132472,rocco_poulton864131883@deavo.com,2021-04-05,Plymouth,"('England', 'Plymouth')"
"Aberavon  Crossroad, 892",England,415952,Poultry and fish,(+44) 1281 053040,rocco_redden1494350487@famism.biz,2021-09-28,Oxford,"('England', 'Oxford')"
"Coalecroft  Drive, 8373",England,435651,Meat,(+44) 7258 458584,rocco_redden1823612975@muall.tech,2021-10-07,Plymouth,"('England', 'Plymouth')"
"Enford   Crossroad, 5377",England,418801,Bakery products,(+44) 6342 743872,rocco_rycroft1713438217@womeona.net,2021-08-04,Milton Keynes,"('England', 'Milton Keynes')"
"Blenkarne  Street, 2250",England,419803,Meat,(+44) 6430 711661,rocco_rycroft434167143@muall.tech,2021-06-26,Winchester,"('England', 'Winchester')"
"Heritage Walk, 4620",England,460183,Meat,(+44) 1658 464077,rocco_squire1004747268@yahoo.com,2021-10-08,Plymouth,"('England', 'Plymouth')"
"Baltic  Boulevard, 1330",England,415852,Bakery products,(+44) 2156 223146,rocco_trent1371019434@ubusive.com,2021-11-30,Oxford,"('England', 'Oxford')"
"Belgrave  Grove, 5262",England,430503,Poultry and fish,(+44) 1618 122856,rocco_trent934874733@typill.biz,2021-10-04,Milton Keynes,"('England', 'Milton Keynes')"
"Thorndike   Vale, 5073",England,412911,Animal feeds,(+44) 3002 846600,rocco_tyler1116062192@deavo.com,2021-06-08,Winchester,"('England', 'Winchester')"
"Gautrey  Hill, 7105",Ireland,423719,Fruit and vegetables,(+44) 2781 232265,rocco_tyler1592019382@vetan.org,2021-11-01,Dublin,"('Ireland', 'Dublin')"
"Bellenden   Way, 5113",England,427552,Fruit and vegetables,(+44) 8322 665303,rocco_tyrrell1258624368@bulaffy.com,2021-04-30,Milton Keynes,"('England', 'Milton Keynes')"
"Camdenhurst   Drive, 2745",Ireland,441252,Animal feeds,(+44) 2418 20105,rocco_tyrrell812455891@typill.biz,2021-05-01,,"('Ireland', nan)"
"Oxford Avenue, 8493",Ireland,419753,Animal feeds,(+44) 5204 308213,rocco_underhill1074716758@elnee.tech,2021-08-30,Dublin,"('Ireland', 'Dublin')"
"Fairholt   Vale, 7763",Ireland,417453,Meat,(+44) 6244 227388,rocco_underhill819901947@ovock.tech,2021-03-24,,"('Ireland', nan)"
"Carltoun   Alley, 4888",England,418101,Fruit and vegetables,(+44) 8024 172527,rocco_watson1290400461@muall.tech,2021-05-02,Oxford,"('England', 'Oxford')"
"Cardinal Crossroad, 8238",England,419701,Meat,(+44) 1023 28566,rocco_watson2143781356@mafthy.com,2021-02-10,Oxford,"('England', 'Oxford')"
"Bingham   Hill, 5956",England,439802,Dairy products,(+44) 2322 601240,rocco_weasley1107200801@nanoff.biz,2021-08-26,Milton Keynes,"('England', 'Milton Keynes')"
"Black Swan  Road, 4699",England,439402,Fruit and vegetables,(+44) 1514 862313,rocco_weasley1632411292@naiker.biz,2021-03-11,Milton Keynes,"('England', 'Milton Keynes')"
"Bendmore  Rue, 4545",Ireland,434153,Milling,(+44) 4781 20812,rocco_weston2061193318@gmail.com,2021-08-02,Dublin,"('Ireland', 'Dublin')"
"Wakley   Boulevard, 2843",Ireland,437451,Animal feeds,(+44) 8135 840673,rocco_weston326199522@bauros.biz,2021-03-01,,"('Ireland', nan)"
"Blue Anchor  Boulevard, 5409",Ireland,420251,Bakery products,(+44) 1141 007423,rocco_whitmore1097253607@gompie.com,2021-01-13,,"('Ireland', nan)"
"Oxford Walk, 4049",England,413206,Fruit and vegetables,(+44) 8130 532301,rocco_whitmore193345288@womeona.net,2021-11-29,Oxford,"('England', 'Oxford')"
"Union  Way, 7455",Ireland,460824,Dairy products,(+44) 2373 301632,rocco_wren806206305@qater.org,2021-08-18,,"('Ireland', nan)"
"Betton  Rue, 2844",Ireland,436002,Animal feeds,(+44) 4845 375136,roger_brooks2004394447@gmail.com,2021-06-18,Limerick,"('Ireland', 'Limerick')"
"Hampden  Vale, 81",England,440301,Milling,(+44) 3314 175062,roger_brooks372547210@iatim.tech,2021-06-12,Plymouth,"('England', 'Plymouth')"
"Viscount   Boulevard, 2736",Ireland,461523,Bakery products,(+44) 3052 154331,roger_groves565286745@supunk.biz,2021-01-31,Limerick,"('Ireland', 'Limerick')"
"Spruce Drive, 8988",England,428151,Milling,(+44) 2374 830861,roger_holmes1696357479@typill.biz,2021-12-18,Oxford,"('England', 'Oxford')"
"Ensign   Boulevard, 8431",Ireland,429151,Animal feeds,(+44) 1461 368151,roger_holmes907182663@nimogy.biz,2021-05-18,Limerick,"('Ireland', 'Limerick')"
"Antrobus   Road, 7504",Ireland,413007,;Animal feeds;Dairy products;Meat;Milling,(+44) 8377 344307,roger_jones1323472465@gompie.com,2021-09-04,Limerick,"('Ireland', 'Limerick')"
"Berriman  Lane, 33",Ireland,431153,Meat,(+44) 5855 002468,roger_jones1907171116@mafthy.com,2021-08-09,Waterford,"('Ireland', 'Waterford')"
"Bingham   Street, 8885",Ireland,462208,Bakery products,(+44) 4155 560115,roger_lindsay91920534@sveldo.biz,2021-02-27,Cork,"('Ireland', 'Cork')"
"Cliff  Vale, 432",Ireland,412802,Poultry and fish,(+44) 5025 134333,roger_overson1678720811@grannar.com,2021-08-10,,"('Ireland', nan)"
"Tilson  Walk, 9294",England,425808,Poultry and fish,(+44) 2162 43571,roger_overson961037553@joiniaa.com,2021-10-20,Winchester,"('England', 'Winchester')"
"Belmore  Route, 5593",Ireland,439101,Fruit and vegetables,(+44) 1852 372015,roger_reese1612695940@nanoff.biz,2021-04-17,Cork,"('Ireland', 'Cork')"
"Durnford  Avenue, 5556",Ireland,421704,Fruit and vegetables,(+44) 4450 107875,roger_reese2026734924@irrepsy.com,2021-12-16,Cork,"('Ireland', 'Cork')"
"Elia   Lane, 2691",England,412903,Animal feeds,(+44) 8801 766650,roger_reid534192631@womeona.net,2021-05-24,London,"('England', 'London')"
"Sherwood  Street, 738",England,434503,Bakery products,(+44) 3004 447544,roger_reid768169287@nickia.com,2021-04-12,Oxford,"('England', 'Oxford')"
"Eldon  Vale, 2114",England,417402,Meat,(+44) 5525 580241,roger_richardson1318040910@vetan.org,2021-07-31,,"('England', nan)"
"Elba  Tunnel, 5978",England,423706,Fruit and vegetables,(+44) 6341 623031,roger_richardson1509994370@mafthy.com,2021-03-04,,"('England', nan)"
"Berry  Way, 1043",Ireland,418373,Dairy products,(+44) 3358 415245,roger_robinson1354931188@yahoo.com,2021-04-20,Cork,"('Ireland', 'Cork')"
"Bicknell  Boulevard, 1801",Ireland,430001,Poultry and fish,(+44) 6561 631514,roger_robinson2082325876@nanoff.biz,2021-06-01,,"('Ireland', nan)"
"Cecilia  Street, 5806",Ireland,425751,Milling,(+44) 3128 373573,roger_robinson2103129960@zorer.org,2021-07-15,Dublin,"('Ireland', 'Dublin')"
"Angrave    Alley, 2600",England,431802,Animal feeds,(+44) 7335 81581,roger_shaw1682175369@kideod.biz,2021-09-15,Plymouth,"('England', 'Plymouth')"
"Under  Pass, 4058",England,439151,Bakery products,(+44) 5438 363682,roger_shaw298390747@brety.org,2021-05-14,Oxford,"('England', 'Oxford')"
"Boleyn  Pass, 2881",England,413208,Poultry and fish,(+44) 2370 721575,roger_simpson1803255695@gmail.com,2021-06-06,,"('England', nan)"
"Coborn  Lane, 3481",Ireland,423002,Dairy products,(+44) 6021 682267,roger_simpson754959260@nimogy.biz,2021-12-23,Limerick,"('Ireland', 'Limerick')"
"King Hill, 1887",Ireland,434752,Animal feeds,(+44) 7865 628410,roger_steer1027511889@gembat.biz,2021-03-03,Cork,"('Ireland', 'Cork')"
"Chalcot  Grove, 5166",Ireland,435252,Meat,(+44) 1868 56825,roger_steer600888675@zorer.org,2021-11-07,Cork,"('Ireland', 'Cork')"
"Black Friars   Lane, 3923",England,413211,Milling,(+44) 7405 807702,roger_tait35237217@bungar.biz,2021-10-23,Oxford,"('England', 'Oxford')"
"Clarges   Route, 152",England,429351,Poultry and fish,(+44) 7503 820834,roger_tait919391724@zorer.org,2021-01-25,,"('England', nan)"
"Canon Pass, 6825",Ireland,419451,Animal feeds,(+44) 7563 282712,roger_thomas1251105012@twace.org,2021-06-10,Waterford,"('Ireland', 'Waterford')"
"Bempton   Tunnel, 8675",Ireland,424652,Milling,(+44) 8744 683605,roger_thomas319332167@ovock.tech,2021-04-07,Limerick,"('Ireland', 'Limerick')"
"Elgood   Road, 3926",England,421652,Dairy products,(+44) 3183 685128,roger_turner199242562@muall.tech,2021-05-20,London,"('England', 'London')"
"Bliss  Lane, 3344",England,438620,Animal feeds,(+44) 6713 85277,roger_turner363959441@yahoo.com,2021-01-10,Milton Keynes,"('England', 'Milton Keynes')"
"Victorian  Route, 679",England,422851,Dairy products,(+44) 1570 515174,roger_turner993985908@kideod.biz,2021-03-05,,"('England', nan)"
"Mariner   Walk, 1403",England,417652,Dairy products,(+44) 6825 643682,roger_varndell1112455168@naiker.biz,2021-10-23,London,"('England', 'London')"
"East Drive, 6368",Ireland,441201,Milling,(+44) 4850 576054,roger_varndell1866504114@vetan.org,2021-12-09,Cork,"('Ireland', 'Cork')"
"Boadicea   Crossroad, 6848",England,460179,Dairy products,(+44) 5612 64160,roger_vaughan237183130@bretoux.com,2021-05-20,London,"('England', 'London')"
"Colombo   Boulevard, 4640",England,426951,Milling,(+44) 5834 322347,roger_wright1144672745@kideod.biz,2021-02-13,Winchester,"('England', 'Winchester')"
"Vincent  Rue, 8902",Ireland,414006,Fruit and vegetables,(+44) 7862 351603,roger_wright381107094@famism.biz,2021-06-13,Dublin,"('Ireland', 'Dublin')"
"Beechen  Street, 6141",England,428501,Bakery products,(+44) 2362 623180,ron_abbot713947277@womeona.net,2021-11-22,Milton Keynes,"('England', 'Milton Keynes')"
"Fieldstone Alley, 3889",England,438616,Animal feeds,(+44) 1481 716541,ron_abbot770595110@twace.org,2021-04-24,London,"('England', 'London')"
"Bekesbourne   Drive, 9038",England,457619,Dairy products,(+44) 7334 28420,ron_adler1260076691@supunk.biz,2021-05-06,Milton Keynes,"('England', 'Milton Keynes')"
"Camera  Grove, 9725",England,426504,Bakery products,(+44) 2037 337365,ron_coll328863662@sveldo.biz,2021-05-16,Oxford,"('England', 'Oxford')"
"Angela   Rue, 2401",England,419703,Bakery products,(+44) 1471 723675,ron_coll382126604@sveldo.biz,2021-06-03,,"('England', nan)"
"Timber   Crossroad, 4792",England,460615,Animal feeds,(+44) 5527 388520,ron_hancock1814544545@bretoux.com,2021-08-22,,"('England', nan)"
"Camera  Vale, 944",Ireland,423851,Fruit and vegetables,(+44) 7760 0255,ron_holmes106780617@vetan.org,2021-05-25,Cork,"('Ireland', 'Cork')"
"Arctic   Lane, 743",England,413059,Poultry and fish,(+44) 8424 221006,ron_holmes69646234@dionrab.com,2021-08-26,,"('England', nan)"
"Rail Route, 9887",England,423602,Bakery products,(+44) 8523 674485,ron_leslie1714394540@bretoux.com,2021-05-28,London,"('England', 'London')"
"Camden  Road, 9662",Ireland,425809,Milling,(+44) 6672 657240,ron_leslie1729109231@deavo.com,2021-06-03,,"('Ireland', nan)"
"Gautrey  Walk, 9033",England,419351,Dairy products,(+44) 8858 774016,ron_mitchell1035613469@iatim.tech,2021-05-19,London,"('England', 'London')"
"Ashley Rue, 2138",England,412906,Dairy products,(+44) 1574 858378,ron_mitchell718429778@elnee.tech,2021-07-12,,"('England', nan)"
"Virginia Hill, 9208",Ireland,430504,Milling,(+44) 6015 836133,ron_partridge1494012368@elnee.tech,2021-05-15,Cork,"('Ireland', 'Cork')"
"Walnut Vale, 360",Ireland,440751,Animal feeds,(+44) 4758 131524,ron_partridge2102190293@deons.tech,2021-07-03,Limerick,"('Ireland', 'Limerick')"
"Virginia Road, 8902",England,416151,Fruit and vegetables,(+44) 5416 370541,ron_salt523362015@nimogy.biz,2021-01-17,Plymouth,"('England', 'Plymouth')"
"Bond Drive, 6747",Ireland,431010,Animal feeds,(+44) 7851 336033,ron_salt629824149@twipet.com,2021-10-12,Limerick,"('Ireland', 'Limerick')"
"Bloomsbury  Alley, 6042",Ireland,434154,Animal feeds,(+44) 8480 155680,ron_salt812719163@infotech44.tech,2021-09-07,,"('Ireland', nan)"
"Byland  Way, 3906",Ireland,436451,Poultry and fish,(+44) 7761 183076,ron_stewart1639634060@vetan.org,2021-07-21,Waterford,"('Ireland', 'Waterford')"
"Caxton  Route, 2791",England,418201,Milling,(+44) 7213 151328,ron_stewart272383166@kideod.biz,2021-01-25,,"('England', nan)"
"Durnford  Alley, 5008",England,432502,Meat,(+44) 8310 733722,ron_ward1144617643@famism.biz,2021-04-17,Winchester,"('England', 'Winchester')"
"Cobden  Lane, 7838",Ireland,436751,Milling,(+44) 3441 612458,ron_ward421110695@extex.org,2021-08-10,Waterford,"('Ireland', 'Waterford')"
"Bekesbourne   Walk, 5319",England,430801,Animal feeds,(+44) 5372 412274,ron_wilde1622876888@twace.org,2021-06-01,Plymouth,"('England', 'Plymouth')"
"Virginia Street, 1292",England,413016,Fruit and vegetables,(+44) 6388 658846,ron_wilde169467994@corti.com,2021-12-02,Winchester,"('England', 'Winchester')"
"Armory  Grove, 4156",England,439651,Meat,(+44) 3775 075447,ron_williams702699856@irrepsy.com,2021-03-15,Oxford,"('England', 'Oxford')"
"Blackpool  Boulevard, 4079",Ireland,430501,Dairy products,(+44) 2218 6780,ron_williams758216415@irrepsy.com,2021-02-08,Dublin,"('Ireland', 'Dublin')"
"Chalcot  Drive, 2270",England,414501,Animal feeds,(+44) 7001 120345,ronald_antcliff1799106885@sheye.org,2021-01-19,Milton Keynes,"('England', 'Milton Keynes')"
"Dunstans  Lane, 9860",Ireland,424251,Bakery products,(+44) 4241 575841,ronald_antcliff545481475@fuliss.net,2021-11-11,Limerick,"('Ireland', 'Limerick')"
"Chambers  Grove, 1875",England,428551,Milling,(+44) 7525 426348,ronald_ashley182757309@muall.tech,2021-04-06,Milton Keynes,"('England', 'Milton Keynes')"
"Babmaes    Rue, 97",Ireland,435251,Animal feeds,(+44) 1473 875565,ronald_ashley936863101@elnee.tech,2021-03-04,,"('Ireland', nan)"
"Pine Walk, 7114",England,435001,Bakery products,(+44) 2647 087413,ronald_attwood1807237897@atink.com,2021-08-08,London,"('England', 'London')"
"Chantry   Walk, 6734",England,412952,Animal feeds,(+44) 6020 536655,ronald_attwood341534588@tonsy.org,2021-10-07,Oxford,"('England', 'Oxford')"
"Linden Crossroad, 7698",Ireland,440001,Milling,(+44) 1345 200687,ronald_bentley1943016004@nickia.com,2021-10-11,,"('Ireland', nan)"
"Oxford Pass, 3425",England,417305,Fruit and vegetables,(+44) 2101 288602,ronald_bentley489874238@infotech44.tech,2021-02-09,London,"('England', 'London')"
"Ashley Boulevard, 6658",Ireland,428401,Fruit and vegetables,(+44) 3683 822354,ronald_bishop621976661@fuliss.net,2021-09-02,Waterford,"('Ireland', 'Waterford')"
"Ampton  Crossroad, 6550",England,416501,Animal feeds,(+44) 1462 272880,ronald_bishop717966367@bungar.biz,2021-07-22,Oxford,"('England', 'Oxford')"
"Jackson Walk, 8291",Ireland,416902,Bakery products,(+44) 1715 16011,ronald_bryant1111378330@sheye.org,2021-02-26,Dublin,"('Ireland', 'Dublin')"
"Endsleigh  Lane, 159",England,419901,Dairy products,(+44) 1042 503142,ronald_bryant812864419@mafthy.com,2021-08-23,Plymouth,"('England', 'Plymouth')"
"St. Jamess  Hill, 4800",Ireland,426853,Fruit and vegetables,(+44) 6234 278755,ronald_clarke1055311723@naiker.biz,2021-04-06,,"('Ireland', nan)"
"Canon Vale, 9099",England,422651,Milling,(+44) 4842 686087,ronald_clarke1247010657@ubusive.com,2021-01-07,Winchester,"('England', 'Winchester')"
"Ashley Street, 3548",England,421151,Fruit and vegetables,(+44) 5376 46788,ronald_clarke1892596361@elnee.tech,2021-11-13,London,"('England', 'London')"
"Fawn Walk, 1927",England,434402,Milling,(+44) 2706 777475,ronald_clarke223216924@gmail.com,2021-03-28,Milton Keynes,"('England', 'Milton Keynes')"
"Boadicea   Hill, 6368",England,417203,Animal feeds,(+44) 6460 768672,ronald_cork802154540@cispeto.com,2021-07-11,Milton Keynes,"('England', 'Milton Keynes')"
"Elystan  Grove, 1064",Ireland,432402,Milling,(+44) 4571 466260,ronald_cork931245791@fuliss.net,2021-03-06,Limerick,"('Ireland', 'Limerick')"
"Thorndike   Grove, 6577",England,422251,Poultry and fish,(+44) 6058 143685,ronald_douglas1800938215@qater.org,2021-03-16,Plymouth,"('England', 'Plymouth')"
"Emily  Hill, 3593",Ireland,433604,Poultry and fish,(+44) 3340 665353,ronald_douglas1933757949@nickia.com,2021-09-19,Limerick,"('Ireland', 'Limerick')"
"Arctic   Rue, 8913",England,432403,Dairy products,(+44) 7711 074288,ronald_douglas852528082@acrit.org,2021-03-22,Winchester,"('England', 'Winchester')"
"Egerton  Route, 947",Ireland,435853,Fruit and vegetables,(+44) 2425 606307,ronald_groves149542202@gmail.com,2021-08-18,Dublin,"('Ireland', 'Dublin')"
"Bermondsey    Road, 1610",England,441001,Fruit and vegetables,(+44) 5858 12710,ronald_groves355085172@bulaffy.com,2021-10-21,London,"('England', 'London')"
"Beechen  Boulevard, 113",Ireland,419802,Meat,(+44) 3072 082205,ronald_hopkins1186621290@fuliss.net,2021-06-11,,"('Ireland', nan)"
"Udall   Pass, 5371",Ireland,433004,Animal feeds,(+44) 8010 451216,ronald_hopkins1208786524@irrepsy.com,2021-09-15,,"('Ireland', nan)"
"Hickory   Tunnel, 8555",Ireland,418151,Bakery products,(+44) 5662 026054,ronald_hopkins902302418@extex.org,2021-01-20,Waterford,"('Ireland', 'Waterford')"
"Gavel   Lane, 2347",Ireland,463713,Poultry and fish,(+44) 5608 155615,ronald_jeffery2025344524@grannar.com,2021-12-24,Dublin,"('Ireland', 'Dublin')"
"College  Grove, 2607",England,440002,Dairy products,(+44) 5764 244442,ronald_jenkin1690709175@bretoux.com,2021-03-04,Plymouth,"('England', 'Plymouth')"
"Bempton   Lane, 523",England,434901,Dairy products,(+44) 1184 575233,ronald_jenkin848559138@bulaffy.com,2021-10-28,Milton Keynes,"('England', 'Milton Keynes')"
"Arbutus   Hill, 7076",Ireland,426601,Bakery products,(+44) 2323 261333,ronald_mooney1048199781@qater.org,2021-02-25,Dublin,"('Ireland', 'Dublin')"
"Belmore  Avenue, 382",England,437101,Poultry and fish,(+44) 7318 137308,ronald_mooney1647411205@liret.org,2021-09-04,,"('England', nan)"
"Yoakley Boulevard, 9033",England,425152,Animal feeds,(+44) 7506 652758,ronald_mould2086560182@nimogy.biz,2021-08-02,Oxford,"('England', 'Oxford')"
"Chamberlain  Lane, 6650",Ireland,435003,Milling,(+44) 6136 814654,ronald_mould508549884@muall.tech,2021-01-13,Waterford,"('Ireland', 'Waterford')"
"Bigland  Hill, 8897",England,422601,Animal feeds,(+44) 5645 810117,ronald_nurton1565615352@sheye.org,2021-04-21,Milton Keynes,"('England', 'Milton Keynes')"
"Chelsea Manor  Lane, 901",Ireland,426451,Fruit and vegetables,(+44) 3848 530110,ronald_nurton264023720@ubusive.com,2021-02-12,Limerick,"('Ireland', 'Limerick')"
"Battersea   Boulevard, 9007",Ireland,438603,Animal feeds,(+44) 7620 201206,ronald_olson2030383160@hourpy.biz,2021-09-12,Limerick,"('Ireland', 'Limerick')"
"Adderley   Hill, 9324",England,436851,Fruit and vegetables,(+44) 1011 470412,ronald_olson2072737528@mafthy.com,2021-01-09,London,"('England', 'London')"
"Carol   Lane, 6086",Ireland,461759,Milling,(+44) 1442 168351,ronald_pearson1292195734@sveldo.biz,2021-06-15,Waterford,"('Ireland', 'Waterford')"
"Thurloe   Crossroad, 9682",Ireland,430752,Poultry and fish,(+44) 4480 323751,ronald_reyes1669864196@irrepsy.com,2021-10-13,,"('Ireland', nan)"
"Rosewood Crossroad, 2833",England,440701,Fruit and vegetables,(+44) 8730 020652,ronald_reyes963011542@atink.com,2021-10-23,Milton Keynes,"('England', 'Milton Keynes')"
"Bicknell  Vale, 175",Ireland,431011,Meat,(+44) 3215 204236,ronald_robertson1680598387@joiniaa.com,2021-10-19,Limerick,"('Ireland', 'Limerick')"
"Fairholt   Walk, 9966",England,430651,Bakery products,(+44) 6050 337210,ronald_robertson740256900@jiman.org,2021-05-03,,"('England', nan)"
"Thorndike   Rue, 3830",Ireland,435514,Poultry and fish,(+44) 3410 353735,ronald_rothwell273615547@womeona.net,2021-02-26,Waterford,"('Ireland', 'Waterford')"
"Cliffords  Route, 5958",Ireland,430751,Poultry and fish,(+44) 6830 222508,ronald_rothwell780074297@deons.tech,2021-07-10,Limerick,"('Ireland', 'Limerick')"
"Billing  Vale, 2605",England,417902,Dairy products,(+44) 1308 133788,ronald_saunders596285141@twipet.com,2021-02-10,,"('England', nan)"
"Rosewood Road, 6994",Ireland,439251,Animal feeds,(+44) 4675 471481,ronald_saunders609262158@ovock.tech,2021-05-10,Limerick,"('Ireland', 'Limerick')"
"Parkgate  Way, 1213",England,436652,Fruit and vegetables,(+44) 8108 568542,ronald_sloan1639882470@irrepsy.com,2021-09-10,Winchester,"('England', 'Winchester')"
"Woodland Vale, 4580",Ireland,417001,Meat,(+44) 6462 717185,ronald_sloan181116969@gembat.biz,2021-08-26,Cork,"('Ireland', 'Cork')"
"Aylward   Tunnel, 1328",England,434851,Meat,(+44) 3531 583852,ronald_stevens2124040094@twipet.com,2021-03-30,Oxford,"('England', 'Oxford')"
"Gautrey  Vale, 981",England,419804,Animal feeds,(+44) 1066 215647,ronald_stevens271934447@infotech44.tech,2021-11-11,Plymouth,"('England', 'Plymouth')"
"Empress  Avenue, 2439",England,422753,Dairy products,(+44) 3208 680170,ronald_truscott552963773@womeona.net,2021-12-31,London,"('England', 'London')"
"Canon Avenue, 7373",England,422301,Milling,(+44) 8174 308277,ronald_truscott846361658@cispeto.com,2021-08-24,London,"('England', 'London')"
"Ely  Grove, 7997",Ireland,418601,Animal feeds,(+44) 4771 803141,ronald_villiger1091806273@sheye.org,2021-01-12,Dublin,"('Ireland', 'Dublin')"
"Parkgate  Walk, 5403",England,417901,Poultry and fish,(+44) 8662 24420,ronald_villiger481861041@eirey.tech,2021-12-30,Plymouth,"('England', 'Plymouth')"
"Bendall   Drive, 649",England,433603,Fruit and vegetables,(+44) 1648 712556,ronald_walker1503625769@elnee.tech,2021-03-15,Winchester,"('England', 'Winchester')"
